Sample 	Min_coverage	Max_coverage	Average_coverage	Min_quality	Max_quality	Average_quality	%_Missing_sites(N)
SW-m2-EX1_A_PB2	 25	 115	 73.90	 32.36	 38.63	 36.72	 18.24
SW-m2-EX2_A_HA_H1	 157	 923	 743.83	 35.12	 38.53	 37.26	 0.00
SW-m2-EX2_A_MP	 908	 7454	 5425.39	 35.33	 38.35	 37.44	 0.00
SW-m2-EX2_A_NA_N1	 262	 2195	 1515.89	 35.57	 38.42	 37.37	 0.00
SW-m2-EX2_A_NP	 375	 2553	 1976.75	 34.21	 38.41	 37.05	 0.00
SW-m2-EX2_A_NS	 1989	 9116	 7082.31	 35.03	 38.27	 37.17	 0.00
SW-m2-EX2_A_PA	 435	 1254	 685.44	 35.03	 38.45	 37.12	 0.00
SW-m2-EX2_A_PB1	 244	 1042	 587.25	 35.73	 38.47	 37.32	 0.00
SW-m2-EX2_A_PB2	 472	 1505	 773.51	 34.76	 38.34	 37.04	 0.00
SW-s-EX1_A_HA_H1	 9	 741	 396.17	 23.75	 38.54	 36.04	 4.41
SW-s-EX1_A_MP	 674	 5312	 3933.11	 35.06	 38.37	 37.27	 0.00
SW-s-EX1_A_NA_N2	 198	 1482	 965.67	 35.51	 38.37	 37.22	 0.00
SW-s-EX1_A_NP	 206	 1292	 1053.07	 34.22	 38.46	 36.69	 0.00
SW-s-EX1_A_NS	 750	 4168	 3102.55	 35.10	 38.45	 37.20	 0.00
SW-s-EX1_A_PA	 101	 233	 167.93	 34.17	 38.63	 36.93	 0.00
SW-s-EX1_A_PB1	 51	 295	 125.19	 34.08	 38.48	 36.97	 0.00
SW-s-EX1_A_PB2	 180	 466	 274.51	 33.45	 38.39	 36.94	 0.00
SW-s-EX2_A_HA_H1	 24	 909	 516.20	 28.01	 38.52	 36.43	 2.59
SW-s-EX2_A_MP	 641	 5186	 3871.79	 34.96	 38.27	 37.43	 0.00
SW-s-EX2_A_NA_N2	 267	 1688	 1123.42	 35.34	 38.52	 37.45	 0.00
SW-s-EX2_A_NP	 175	 1178	 938.44	 34.18	 38.60	 36.96	 0.00
SW-s-EX2_A_NS	 972	 4947	 3771.21	 35.06	 38.46	 37.34	 0.00
SW-s-EX2_A_PA	 62	 200	 133.79	 33.80	 38.62	 37.00	 0.00
SW-s-EX2_A_PB1	 34	 195	 122.52	 34.44	 38.64	 37.26	 2.33
SW-s-EX2_A_PB2	 120	 342	 241.45	 34.78	 38.42	 37.12	 0.00
SW-w-EX1_A_HA_H1	 2	 17	 10.25	 23.00	 39.00	 35.82	 99.94
SW-w-EX1_A_MP	 1	 46	 20.58	 30.22	 39.00	 36.51	 99.90
SW-w-EX1_A_NA_N2	 1	 10	 4.48	 13.00	 39.33	 35.35	 99.92
SW-w-EX1_A_NP	 2	 19	 12.31	 28.00	 38.86	 35.69	 99.93
SW-w-EX1_A_NS	 6	 44	 22.54	 22.25	 38.86	 35.51	 99.88
SW-w-EX1_A_PA	 1	 6	 2.79	 13.00	 40.00	 35.54	 99.94
SW-w-EX1_A_PB1	 1	 7	 2.72	 13.00	 39.00	 36.92	 99.95
SW-w-EX1_A_PB2	 1	 7	 3.41	 12.00	 39.50	 36.34	 99.96
SW-w-EX2_A_HA_H1	 77	 691	 416.16	 33.60	 38.42	 36.57	 0.00
SW-w-EX2_A_MP	 762	 6846	 4794.83	 34.70	 38.15	 36.99	 0.00
SW-w-EX2_A_NA_N2	 254	 3171	 2211.39	 34.95	 38.24	 37.05	 0.00
SW-w-EX2_A_NP	 194	 1494	 1113.57	 34.08	 38.35	 36.56	 0.00
SW-w-EX2_A_NS	 315	 1893	 1381.23	 34.70	 38.26	 36.88	 0.00
SW-w-EX2_A_PA	 91	 387	 263.65	 33.39	 38.55	 36.61	 0.00
SW-w-EX2_A_PB1	 71	 808	 576.52	 34.12	 38.58	 36.84	 0.00
SW-w-EX2_A_PB2	 47	 469	 316.36	 33.71	 38.38	 36.61	 0.31
HU-m-EX1_A_MP	 4	 43	 26.86	 32.00	 39.00	 37.06	 99.90
HU-m-EX2_A_HA_H3	 5	 38	 26.38	 32.80	 39.00	 37.20	 99.94
HU-m-EX2_A_MP	 599	 5433	 3587.22	 35.29	 38.37	 37.27	 0.00
HU-m-EX2_A_NA_N2	 1	 25	 14.56	 32.21	 39.00	 37.41	 99.93
HU-m-EX2_A_NP	 27	 199	 134.68	 33.88	 38.68	 37.05	 4.54
HU-m-EX2_A_PA	 4	 38	 18.17	 30.89	 39.00	 36.73	 99.95
HU-m-EX2_A_PB1	 1	 8	 2.43	 14.00	 39.17	 36.42	 99.95
HU-m-EX2_A_PB2	 1	 47	 23.93	 13.00	 39.00	 36.33	 99.96
HU-s-EX1_A_HA_H1	 15	 213	 137.01	 32.77	 38.45	 36.81	 3.88
HU-s-EX1_A_MP	 886	 6898	 4969.24	 34.94	 38.32	 37.40	 0.00
HU-s-EX1_A_NA_N1	 60	 727	 520.76	 35.08	 38.48	 37.17	 0.00
HU-s-EX1_A_NP	 124	 1006	 740.32	 34.78	 38.42	 36.90	 0.00
HU-s-EX1_A_NS	 319	 1669	 1195.80	 34.63	 38.28	 37.20	 0.00
HU-s-EX1_A_PA	 26	 81	 54.49	 33.78	 38.72	 37.03	 37.13
HU-s-EX1_A_PB1	 1	 93	 21.74	 16.00	 39.00	 37.18	 88.84
HU-s-EX1_A_PB2	 21	 108	 68.23	 34.37	 38.80	 37.14	 2.98
HU-s-EX2_A_HA_H1	 34	 480	 361.84	 34.50	 38.32	 36.79	 0.59
HU-s-EX2_A_MP	 807	 5174	 3726.66	 34.67	 38.18	 37.17	 0.00
HU-s-EX2_A_NA_N1	 110	 1802	 1347.14	 35.24	 38.49	 37.09	 0.00
HU-s-EX2_A_NP	 171	 1343	 976.47	 34.14	 38.37	 36.81	 0.00
HU-s-EX2_A_NS	 643	 3711	 2661.65	 33.94	 38.10	 37.05	 0.00
HU-s-EX2_A_PA	 13	 199	 51.63	 30.31	 38.82	 36.53	 66.08
HU-s-EX2_A_PB1	 9	 361	 102.60	 32.40	 38.91	 36.95	 60.75
HU-s-EX2_A_PB2	 54	 224	 119.49	 33.54	 38.45	 36.67	 0.00
HU-w-EX2_A_HA_H3	 1	 19	 8.13	 20.50	 39.00	 36.89	 99.94
HU-w-EX2_A_MP	 25	 184	 123.31	 35.24	 38.68	 37.17	 8.75
HU-w-EX2_A_NA_N2	 2	 32	 20.51	 29.00	 39.00	 36.98	 99.93
HU-w-EX2_A_NP	 1	 8	 4.36	 26.25	 39.00	 37.39	 99.93
HU-w-EX2_A_NS	 1	 13	 8.73	 27.50	 39.00	 37.27	 99.88
HU-w-EX2_A_PA	 1	 9	 3.82	 20.00	 39.50	 37.53	 99.95
HU-w-EX2_A_PB2	 1	 22	 8.37	 21.67	 39.00	 36.41	 99.95
AV-m-EX1_A_HA_H5	 1	 11	 6.70	 26.50	 39.00	 37.24	 99.94
AV-m-EX1_A_MP	 67	 573	 387.83	 34.43	 38.18	 36.92	 0.00
AV-m-EX1_A_NA_N1	 4	 36	 23.37	 29.00	 38.78	 36.26	 99.93
AV-m-EX1_A_NP	 10	 102	 65.90	 33.97	 38.39	 36.55	 26.64
AV-m-EX1_A_NS	 13	 74	 52.90	 33.89	 38.56	 36.67	 32.78
AV-m-EX1_A_PA	 2	 29	 18.47	 29.00	 39.00	 36.84	 99.95
AV-m-EX1_A_PB1	 1	 3	 2.09	 12.00	 40.00	 37.06	 99.95
AV-m-EX1_A_PB2	 1	 19	 10.96	 14.00	 39.00	 36.66	 99.96
AV-m-EX2_A_HA_H5	 84	 741	 419.72	 33.69	 38.48	 36.90	 0.00
AV-m-EX2_A_MP	 702	 5723	 3893.87	 34.31	 38.02	 36.93	 0.00
AV-m-EX2_A_NA_N1	 48	 754	 472.94	 33.21	 38.35	 36.88	 0.28
AV-m-EX2_A_NP	 280	 1914	 1263.74	 34.43	 38.37	 36.67	 0.00
AV-m-EX2_A_NS	 1698	 7881	 5860.60	 34.95	 38.18	 36.96	 0.00
AV-m-EX2_A_PA	 60	 231	 178.35	 33.85	 38.66	 36.62	 0.00
AV-m-EX2_A_PB1	 17	 909	 327.10	 34.05	 38.68	 36.76	 3.08
AV-m-EX2_A_PB2	 94	 704	 317.28	 33.49	 38.55	 36.71	 0.00
AV-s-EX1_A_HA_H5	 89	 516	 344.17	 34.79	 38.45	 36.96	 0.00
AV-s-EX1_A_MP	 637	 4313	 3220.37	 34.38	 38.16	 36.94	 0.00
AV-s-EX1_A_NA_N1	 188	 1030	 780.32	 33.28	 38.26	 36.80	 0.00
AV-s-EX1_A_NP	 79	 604	 444.19	 34.27	 38.45	 36.72	 0.00
AV-s-EX1_A_NS	 603	 2628	 2065.94	 34.77	 38.26	 37.05	 0.00
AV-s-EX1_A_PA	 85	 264	 178.45	 33.32	 38.75	 36.92	 0.00
AV-s-EX1_A_PB1	 28	 186	 122.10	 33.52	 38.93	 36.87	 2.86
AV-s-EX1_A_PB2	 103	 304	 191.94	 33.98	 38.39	 36.61	 0.00
AV-s-EX2_A_HA_H5	 153	 1387	 699.03	 35.31	 38.55	 37.21	 0.00
AV-s-EX2_A_MP	 1199	 7978	 5891.14	 34.56	 38.16	 37.12	 0.00
AV-s-EX2_A_NA_N1	 260	 1494	 1045.12	 34.23	 38.42	 37.11	 0.00
AV-s-EX2_A_NP	 210	 1114	 842.52	 34.74	 38.45	 36.90	 0.00
AV-s-EX2_A_NS	 1844	 7535	 6010.65	 35.45	 38.37	 37.22	 0.00
AV-s-EX2_A_PA	 156	 428	 322.89	 34.05	 38.65	 36.87	 0.00
AV-s-EX2_A_PB1	 76	 431	 241.31	 34.36	 38.83	 37.10	 0.00
AV-s-EX2_A_PB2	 186	 962	 373.36	 34.80	 38.47	 36.96	 0.00
AV-w-EX1_A_NS	 115	 576	 448.71	 34.74	 38.29	 36.79	 0.00
AV-w-EX2_A_HA_H5	 9	 64	 46.92	 32.70	 38.85	 36.78	 51.44
AV-w-EX2_A_NA_N1	 2	 35	 18.64	 23.67	 38.86	 36.21	 99.93
AV-w-EX2_A_NP	 14	 146	 102.58	 34.00	 38.62	 36.84	 3.54
AV-w-EX2_A_NS	 16	 145	 103.54	 33.86	 38.61	 37.04	 10.25
AV-w-EX2_A_PB1	 2	 25	 13.26	 30.25	 39.00	 36.93	 99.96
AV-w-EX2_A_PB2	 1	 12	 5.00	 16.00	 39.00	 36.67	 99.96
HU-1-EX1-OT1-MBT_A_HA_H1	 191	 2205	 1590.71	 35.10	 38.68	 37.25	 0.00
HU-1-EX1-OT1-MBT_A_MP	 2482	 25853	 18398.10	 35.13	 38.45	 37.53	 0.00
HU-1-EX1-OT1-MBT_A_NA_N1	 117	 2618	 1755.97	 35.23	 38.69	 37.40	 0.00
HU-1-EX1-OT1-MBT_A_NP	 867	 8132	 6361.59	 34.05	 38.56	 37.25	 0.00
HU-1-EX1-OT1-MBT_A_NS	 899	 6232	 4571.54	 34.22	 38.47	 37.37	 0.00
HU-1-EX1-OT1-MBT_A_PA	 350	 1911	 1347.58	 34.70	 38.76	 37.22	 0.00
HU-1-EX1-OT1-MBT_A_PB1	 48	 269	 194.74	 34.56	 38.66	 37.36	 0.13
HU-1-EX1-OT1-MBT_A_PB2	 171	 1304	 955.41	 35.02	 38.45	 37.26	 0.00
HU-1-EX1-OT1-UNI_A_HA_H1	 3	 1029	 466.88	 31.67	 39.00	 37.45	 25.73
HU-1-EX1-OT1-UNI_A_MP	 64	 1052	 741.41	 35.26	 38.45	 37.44	 0.00
HU-1-EX1-OT1-UNI_A_NA_N1	 16	 267	 157.25	 34.70	 38.74	 37.46	 7.73
HU-1-EX1-OT1-UNI_A_NP	 22	 246	 187.43	 34.76	 38.70	 37.14	 0.93
HU-1-EX1-OT1-UNI_A_NS	 175	 1502	 1110.47	 34.50	 38.38	 37.36	 0.00
HU-1-EX1-OT1-UNI_A_PA	 9	 135	 83.39	 33.00	 38.76	 36.97	 11.43
HU-1-EX1-OT1-UNI_A_PB1	 3	 130	 59.74	 24.67	 38.92	 36.85	 23.74
HU-1-EX1-OT1-UNI_A_PB2	 27	 238	 157.40	 35.03	 38.51	 37.20	 3.86
HU-1-EX1-OT2-MBT_A_HA_H1	 11	 150	 110.27	 34.96	 38.91	 37.64	 5.17
HU-1-EX1-OT2-MBT_A_MP	 56	 632	 467.00	 34.88	 38.55	 37.80	 0.00
HU-1-EX1-OT2-MBT_A_NA_N1	 23	 250	 158.93	 34.58	 38.81	 37.74	 5.03
HU-1-EX1-OT2-MBT_A_NP	 37	 221	 174.91	 33.78	 38.87	 37.65	 0.40
HU-1-EX1-OT2-MBT_A_NS	 117	 553	 418.75	 35.46	 38.49	 37.63	 0.00
HU-1-EX1-OT2-MBT_A_PA	 18	 76	 53.55	 35.84	 39.00	 37.88	 33.09
HU-1-EX1-OT2-MBT_A_PB1	 1	 15	 6.18	 28.60	 39.25	 37.81	 99.96
HU-1-EX1-OT2-MBT_A_PB2	 31	 186	 135.20	 35.67	 38.79	 37.84	 3.24
HU-1-EX1-OT2-UNI_A_HA_H1	 11	 822	 368.51	 35.79	 38.77	 37.53	 3.29
HU-1-EX1-OT2-UNI_A_MP	 28	 447	 325.86	 36.00	 38.63	 37.76	 0.81
HU-1-EX1-OT2-UNI_A_NA_N1	 29	 452	 305.70	 35.62	 38.68	 37.60	 2.20
HU-1-EX1-OT2-UNI_A_NP	 40	 435	 316.84	 33.42	 38.76	 37.46	 0.27
HU-1-EX1-OT2-UNI_A_NS	 59	 519	 390.26	 34.14	 38.63	 37.57	 0.00
HU-1-EX1-OT2-UNI_A_PA	 11	 63	 34.22	 33.48	 39.04	 37.51	 90.24
HU-1-EX1-OT2-UNI_A_PB1	 1	 43	 19.72	 31.57	 39.07	 37.75	 99.96
HU-1-EX1-OT2-UNI_A_PB2	 63	 399	 289.28	 35.59	 38.58	 37.56	 0.00
HU-1-EX2-OT1-MBT_A_HA_H1	 27	 339	 248.20	 34.80	 38.71	 37.16	 1.94
HU-1-EX2-OT1-MBT_A_MP	 858	 8505	 6110.93	 35.45	 38.49	 37.60	 0.00
HU-1-EX2-OT1-MBT_A_NA_N1	 241	 5942	 3782.76	 35.67	 38.70	 37.58	 0.00
HU-1-EX2-OT1-MBT_A_NP	 834	 7147	 5521.97	 34.40	 38.61	 37.37	 0.00
HU-1-EX2-OT1-MBT_A_NS	 516	 2765	 2050.78	 34.54	 38.53	 37.42	 0.00
HU-1-EX2-OT1-MBT_A_PA	 84	 414	 308.56	 35.22	 38.85	 37.34	 0.00
HU-1-EX2-OT1-MBT_A_PB1	 77	 751	 406.06	 33.73	 38.58	 37.30	 0.00
HU-1-EX2-OT1-MBT_A_PB2	 44	 863	 463.92	 35.34	 38.61	 37.30	 0.31
HU-1-EX2-OT1-UNI_A_HA_H1	 21	 687	 536.10	 35.24	 38.83	 37.67	 0.94
HU-1-EX2-OT1-UNI_A_MP	 392	 5406	 3899.66	 35.44	 38.49	 37.79	 0.00
HU-1-EX2-OT1-UNI_A_NA_N1	 20	 498	 324.52	 35.86	 38.78	 37.74	 2.55
HU-1-EX2-OT1-UNI_A_NP	 204	 2657	 2038.24	 34.65	 38.67	 37.63	 0.00
HU-1-EX2-OT1-UNI_A_NS	 206	 1821	 1288.19	 34.77	 38.60	 37.66	 0.00
HU-1-EX2-OT1-UNI_A_PA	 241	 1729	 1298.73	 35.62	 38.86	 37.61	 0.00
HU-1-EX2-OT1-UNI_A_PB1	 43	 580	 435.74	 35.78	 38.77	 37.70	 0.13
HU-1-EX2-OT1-UNI_A_PB2	 229	 2018	 1417.23	 35.90	 38.56	 37.62	 0.00
HU-1-EX2-OT2-MBT_A_HA_H1	 66	 579	 436.22	 35.13	 38.68	 37.46	 0.00
HU-1-EX2-OT2-MBT_A_MP	 134	 1355	 1010.46	 35.83	 38.44	 37.69	 0.00
HU-1-EX2-OT2-MBT_A_NA_N1	 82	 705	 467.00	 35.08	 38.70	 37.43	 0.00
HU-1-EX2-OT2-MBT_A_NP	 145	 846	 662.24	 34.62	 38.60	 37.50	 0.00
HU-1-EX2-OT2-MBT_A_NS	 268	 1318	 1027.54	 34.94	 38.38	 37.56	 0.00
HU-1-EX2-OT2-MBT_A_PA	 84	 367	 287.00	 35.41	 38.75	 37.60	 0.00
HU-1-EX2-OT2-MBT_A_PB1	 20	 308	 89.19	 27.02	 38.83	 37.18	 32.13
HU-1-EX2-OT2-MBT_A_PB2	 86	 519	 399.93	 35.40	 38.50	 37.51	 0.00
HU-1-EX2-OT2-UNI_A_HA_H1	 42	 864	 531.37	 36.05	 38.88	 37.77	 0.59
HU-1-EX2-OT2-UNI_A_MP	 63	 798	 605.02	 35.18	 38.62	 37.84	 0.00
HU-1-EX2-OT2-UNI_A_NA_N1	 50	 604	 421.21	 35.59	 38.79	 37.81	 0.00
HU-1-EX2-OT2-UNI_A_NP	 57	 646	 498.99	 34.70	 38.74	 37.63	 0.00
HU-1-EX2-OT2-UNI_A_NS	 90	 1027	 712.82	 35.11	 38.55	 37.81	 0.00
HU-1-EX2-OT2-UNI_A_PA	 38	 219	 156.40	 35.44	 38.88	 37.76	 0.79
HU-1-EX2-OT2-UNI_A_PB1	 17	 200	 123.37	 34.82	 38.85	 37.89	 4.40
HU-1-EX2-OT2-UNI_A_PB2	 193	 1269	 993.39	 36.25	 38.63	 37.80	 0.00
HU-2-EX1-OT1-MBT_A_HA_H3	 219	 1432	 1126.08	 34.79	 38.63	 37.08	 0.00
HU-2-EX1-OT1-MBT_A_MP	 715	 6915	 5118.45	 35.42	 38.43	 37.34	 0.00
HU-2-EX1-OT1-MBT_A_NA_N2	 244	 2638	 1825.74	 34.89	 38.58	 37.23	 0.00
HU-2-EX1-OT1-MBT_A_NP	 239	 2330	 1711.30	 34.91	 38.50	 37.01	 0.00
HU-2-EX1-OT1-MBT_A_NS	 760	 5462	 4074.29	 34.97	 38.42	 37.34	 0.00
HU-2-EX1-OT1-MBT_A_PA	 319	 1031	 564.44	 34.30	 38.70	 37.05	 0.00
HU-2-EX1-OT1-MBT_A_PB1	 120	 485	 349.24	 34.88	 38.77	 37.08	 0.00
HU-2-EX1-OT1-MBT_A_PB2	 277	 761	 517.14	 34.68	 38.61	 36.97	 0.00
HU-2-EX1-OT1-UNI_A_HA_H3	 163	 1052	 843.50	 34.77	 38.50	 37.13	 0.00
HU-2-EX1-OT1-UNI_A_MP	 161	 2322	 1678.72	 35.45	 38.40	 37.36	 0.00
HU-2-EX1-OT1-UNI_A_NA_N2	 31	 413	 306.20	 35.30	 38.60	 37.29	 2.55
HU-2-EX1-OT1-UNI_A_NP	 74	 1128	 795.29	 34.27	 38.44	 37.11	 0.00
HU-2-EX1-OT1-UNI_A_NS	 4	 263	 171.62	 27.00	 38.59	 37.07	 8.46
HU-2-EX1-OT1-UNI_A_PA	 117	 594	 464.57	 35.39	 38.63	 37.25	 0.00
HU-2-EX1-OT1-UNI_A_PB1	 46	 832	 427.35	 32.44	 38.56	 36.88	 0.09
HU-2-EX1-OT1-UNI_A_PB2	 85	 461	 346.19	 34.83	 38.40	 37.01	 0.00
HU-2-EX1-OT2-MBT_A_HA_H3	 490	 2975	 2381.35	 35.16	 38.74	 37.29	 0.00
HU-2-EX1-OT2-MBT_A_MP	 753	 6762	 5008.62	 35.51	 38.46	 37.52	 0.00
HU-2-EX1-OT2-MBT_A_NA_N2	 378	 3616	 2512.47	 35.06	 38.54	 37.46	 0.00
HU-2-EX1-OT2-MBT_A_NP	 164	 1555	 1143.33	 34.68	 38.46	 37.23	 0.00
HU-2-EX1-OT2-MBT_A_NS	 208	 1358	 987.41	 35.42	 38.62	 37.51	 0.00
HU-2-EX1-OT2-MBT_A_PA	 493	 1652	 883.57	 35.18	 38.67	 37.36	 0.00
HU-2-EX1-OT2-MBT_A_PB1	 136	 609	 447.56	 34.89	 38.67	 37.24	 0.00
HU-2-EX1-OT2-MBT_A_PB2	 564	 1507	 769.08	 35.28	 38.67	 37.23	 0.00
HU-2-EX1-OT2-UNI_A_HA_H3	 143	 1502	 1171.02	 34.88	 38.58	 37.10	 0.00
HU-2-EX1-OT2-UNI_A_MP	 105	 1806	 1313.64	 35.27	 38.47	 37.29	 0.00
HU-2-EX1-OT2-UNI_A_NA_N2	 67	 928	 636.75	 35.30	 38.53	 37.23	 0.00
HU-2-EX1-OT2-UNI_A_NP	 16	 219	 150.78	 33.06	 38.54	 36.91	 4.74
HU-2-EX1-OT2-UNI_A_NS	 40	 412	 296.92	 34.91	 38.55	 37.38	 1.31
HU-2-EX1-OT2-UNI_A_PA	 128	 735	 453.24	 34.70	 38.59	 37.06	 0.00
HU-2-EX1-OT2-UNI_A_PB1	 38	 612	 381.57	 34.68	 38.46	 37.04	 0.44
HU-2-EX1-OT2-UNI_A_PB2	 94	 493	 362.92	 35.05	 38.35	 36.92	 0.00
HU-2-EX2-OT1-MBT_A_HA_H3	 559	 4143	 3174.95	 34.89	 38.51	 37.16	 0.00
HU-2-EX2-OT1-MBT_A_MP	 1873	 16827	 12380.70	 35.41	 38.44	 37.43	 0.00
HU-2-EX2-OT1-MBT_A_NA_N2	 617	 6683	 4495.46	 35.25	 38.54	 37.35	 0.00
HU-2-EX2-OT1-MBT_A_NP	 837	 7215	 5416.48	 34.72	 38.44	 37.13	 0.00
HU-2-EX2-OT1-MBT_A_NS	 2952	 19345	 14029.10	 35.13	 38.44	 37.42	 0.00
HU-2-EX2-OT1-MBT_A_PA	 1096	 6027	 3272.49	 35.07	 38.58	 37.20	 0.00
HU-2-EX2-OT1-MBT_A_PB1	 364	 3139	 2244.69	 35.04	 38.58	 37.21	 0.00
HU-2-EX2-OT1-MBT_A_PB2	 800	 3052	 2302.51	 35.08	 38.45	 37.11	 0.00
HU-2-EX2-OT1-UNI_A_HA_H3	 177	 1434	 1020.15	 36.74	 38.81	 38.10	 0.00
HU-2-EX2-OT1-UNI_A_MP	 225	 2368	 1661.65	 36.36	 38.73	 38.18	 0.00
HU-2-EX2-OT1-UNI_A_NA_N2	 78	 966	 715.07	 35.79	 38.74	 38.20	 0.00
HU-2-EX2-OT1-UNI_A_NP	 226	 2223	 1580.84	 35.89	 38.69	 38.05	 0.00
HU-2-EX2-OT1-UNI_A_NS	 78	 758	 520.53	 36.35	 38.74	 38.12	 0.00
HU-2-EX2-OT1-UNI_A_PA	 204	 1228	 890.21	 36.16	 38.82	 38.13	 0.00
HU-2-EX2-OT1-UNI_A_PB1	 50	 610	 451.87	 36.61	 38.81	 38.09	 0.00
HU-2-EX2-OT1-UNI_A_PB2	 215	 1487	 1118.71	 36.76	 38.67	 38.06	 0.00
HU-2-EX2-OT2-MBT_A_HA_H3	 132	 855	 626.34	 35.41	 38.69	 37.50	 0.00
HU-2-EX2-OT2-MBT_A_MP	 123	 994	 783.38	 35.95	 38.55	 37.77	 0.00
HU-2-EX2-OT2-MBT_A_NA_N2	 61	 758	 487.22	 35.01	 38.76	 37.40	 0.00
HU-2-EX2-OT2-MBT_A_NP	 63	 564	 408.31	 34.63	 38.45	 37.34	 0.00
HU-2-EX2-OT2-MBT_A_NS	 44	 275	 202.46	 34.91	 38.72	 37.39	 2.15
HU-2-EX2-OT2-MBT_A_PA	 175	 722	 488.27	 35.74	 38.78	 37.54	 0.00
HU-2-EX2-OT2-MBT_A_PB1	 76	 424	 328.61	 32.23	 38.48	 37.24	 0.00
HU-2-EX2-OT2-MBT_A_PB2	 111	 653	 460.02	 34.23	 38.68	 37.36	 0.00
HU-2-EX2-OT2-UNI_A_HA_H3	 584	 5165	 4125.28	 35.25	 38.63	 37.24	 0.00
HU-2-EX2-OT2-UNI_A_MP	 321	 4919	 3595.48	 35.42	 38.51	 37.52	 0.00
HU-2-EX2-OT2-UNI_A_NA_N2	 242	 3035	 2145.55	 34.92	 38.56	 37.36	 0.00
HU-2-EX2-OT2-UNI_A_NP	 147	 2471	 1817.33	 34.52	 38.47	 37.20	 0.00
HU-2-EX2-OT2-UNI_A_NS	 127	 1477	 1078.11	 35.08	 38.56	 37.51	 0.00
HU-2-EX2-OT2-UNI_A_PA	 635	 4554	 3148.56	 35.42	 38.58	 37.24	 0.00
HU-2-EX2-OT2-UNI_A_PB1	 160	 3210	 2372.27	 35.21	 38.51	 37.27	 0.00
HU-2-EX2-OT2-UNI_A_PB2	 541	 3614	 2675.74	 35.46	 38.48	 37.13	 0.00
HU-3-EX1-OT1-MBT_A_HA_H3	 20	 117	 78.41	 34.67	 38.85	 37.47	 11.16
HU-3-EX1-OT1-MBT_A_MP	 102	 1366	 964.79	 35.78	 38.51	 37.57	 0.00
HU-3-EX1-OT1-MBT_A_NA_N2	 11	 162	 97.54	 34.73	 38.91	 37.34	 13.25
HU-3-EX1-OT1-MBT_A_NP	 13	 198	 134.72	 34.75	 38.56	 37.40	 3.27
HU-3-EX1-OT1-MBT_A_NS	 19	 229	 155.17	 34.76	 38.60	 37.21	 6.08
HU-3-EX1-OT1-MBT_A_PA	 15	 74	 41.16	 33.80	 39.05	 37.39	 70.68
HU-3-EX1-OT1-MBT_A_PB1	 4	 60	 35.32	 28.00	 38.82	 37.12	 82.51
HU-3-EX1-OT1-MBT_A_PB2	 10	 69	 40.78	 33.37	 38.94	 37.21	 75.84
HU-3-EX1-OT1-UNI_A_HA_H3	 348	 2450	 1883.71	 35.49	 38.44	 37.45	 0.00
HU-3-EX1-OT1-UNI_A_MP	 606	 7730	 5492.58	 35.74	 38.52	 37.65	 0.00
HU-3-EX1-OT1-UNI_A_NA_N2	 68	 717	 519.13	 35.35	 38.61	 37.55	 0.00
HU-3-EX1-OT1-UNI_A_NP	 117	 1770	 1281.83	 34.89	 38.55	 37.45	 0.00
HU-3-EX1-OT1-UNI_A_NS	 43	 380	 278.96	 34.63	 38.67	 37.54	 2.15
HU-3-EX1-OT1-UNI_A_PA	 105	 968	 715.11	 35.70	 38.64	 37.45	 0.00
HU-3-EX1-OT1-UNI_A_PB1	 83	 982	 692.12	 35.65	 38.40	 37.35	 0.00
HU-3-EX1-OT1-UNI_A_PB2	 169	 1300	 1017.50	 35.50	 38.66	 37.38	 0.00
HU-3-EX1-OT2-MBT_A_HA_H3	 115	 774	 598.79	 35.14	 38.61	 37.27	 0.00
HU-3-EX1-OT2-MBT_A_MP	 320	 3279	 2351.24	 35.69	 38.48	 37.54	 0.00
HU-3-EX1-OT2-MBT_A_NA_N2	 38	 406	 278.05	 35.30	 38.70	 37.40	 0.57
HU-3-EX1-OT2-MBT_A_NP	 33	 360	 270.51	 33.76	 38.54	 37.40	 0.80
HU-3-EX1-OT2-MBT_A_NS	 80	 493	 346.35	 35.42	 38.66	 37.41	 0.00
HU-3-EX1-OT2-MBT_A_PA	 38	 187	 128.95	 35.10	 38.79	 37.34	 1.53
HU-3-EX1-OT2-MBT_A_PB1	 29	 216	 154.53	 34.66	 38.85	 37.19	 2.55
HU-3-EX1-OT2-MBT_A_PB2	 62	 397	 276.46	 34.96	 38.68	 37.23	 0.00
HU-3-EX1-OT2-UNI_A_HA_H3	 470	 3848	 3062.87	 35.42	 38.58	 37.28	 0.00
HU-3-EX1-OT2-UNI_A_MP	 436	 6240	 4429.96	 35.77	 38.48	 37.54	 0.00
HU-3-EX1-OT2-UNI_A_NA_N2	 68	 883	 609.61	 34.68	 38.57	 37.39	 0.00
HU-3-EX1-OT2-UNI_A_NP	 111	 2143	 1554.96	 35.09	 38.59	 37.29	 0.00
HU-3-EX1-OT2-UNI_A_NS	 13	 88	 61.56	 32.76	 38.96	 37.13	 21.57
HU-3-EX1-OT2-UNI_A_PA	 156	 1858	 1284.19	 35.34	 38.60	 37.34	 0.00
HU-3-EX1-OT2-UNI_A_PB1	 60	 893	 684.50	 35.08	 38.55	 37.29	 0.00
